日期,注册天数,签到第几天,锁仓绩效积分,可用绩效积分,养老绩效积分,当前累计贡献值,,,,,,,,,,
2021年7月25日,511,1,12,1,120,50,160,342,3190.179932,0.107204,0.0001,0.026593,265.905914,34.346596,11.366651,821809
2021年7月26日,512,2,24,1,120,50,160,354,3190.179932,0.110966,0.0001,0.026602,265.990265,34.367878,11.371971,822163
2021年7月27日,513,3,36,1,120,50,160,366,3190.179932,0.114727,0.0001,0.02661,266.078369,34.389168,11.377294,822529
2021年7月28日,514,4,48,1,120,50,160,378,3190.179932,0.118489,0.0001,0.02662,266.170258,34.410465,11.382618,822907
2021年7月29日,515,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.026629,266.265869,34.43177,11.387944,823297
2021年7月30日,516,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.026639,266.365234,34.453083,11.393272,823699
2021年7月31日,517,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.0001,0.02669,266.873291,34.474434,11.39861,825405
2021年8月1日,518,1,12,1,120,50,160,342,3190.179932,0.107204,0.0001,0.026698,266.953796,34.495792,11.40395,825747
2021年8月2日,519,2,24,1,120,50,160,354,3190.179932,0.110966,0.0001,0.026706,267.038055,34.517159,11.409291,826101
2021年8月3日,520,3,36,1,120,50,160,366,3190.179932,0.114727,0.0001,0.026715,267.126068,34.538532,11.414635,826467
2021年8月4日,521,4,48,1,120,50,160,378,3190.179932,0.118489,0.0001,0.026724,267.217834,34.559914,11.41998,826845
2021年8月5日,522,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.026734,267.313354,34.581303,11.425327,827235
2021年8月6日,523,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.026744,267.412628,34.602699,11.430676,827637
2021年8月7日,524,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.0001,0.026795,267.920593,34.624134,11.436035,829343
2021年8月8日,525,1,12,1,120,50,160,342,3190.179932,0.107204,0.0001,0.026803,268.001007,34.645576,11.441396,829685
2021年8月9日,526,2,24,1,120,50,160,354,3190.179932,0.110966,0.0001,0.026811,268.085144,34.667027,11.446758,830039
2021年8月10日,527,3,36,1,120,50,160,366,3190.179932,0.114727,0.0001,0.02682,268.173035,34.688484,11.452123,830405
2021年8月11日,528,4,48,1,120,50,160,378,3190.179932,0.118489,0.0001,0.026829,268.264709,34.709946,11.457488,830783
2021年8月12日,529,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.026839,268.360138,34.731415,11.462855,831173
2021年8月13日,530,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.026849,268.45929,34.752895,11.468225,831575
2021年8月14日,531,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.0001,0.026899,268.967163,34.774414,11.473605,833281
2021年8月15日,532,1,12,1,120,50,160,342,3190.179932,0.107204,0.0001,0.026907,269.047455,34.79594,11.478987,833623
2021年8月16日,533,2,24,1,120,50,160,354,3190.179932,0.110966,0.0001,0.026916,269.1315,34.817474,11.48437,833977
2021年8月17日,534,3,36,1,120,50,160,366,3190.179932,0.114727,0.0001,0.026925,269.219299,34.839016,11.489756,834343
2021年8月18日,535,4,48,1,120,50,160,378,3190.179932,0.118489,0.0001,0.026934,269.310852,34.860561,11.495142,834721
2021年8月19日,536,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.026943,269.406158,34.882114,11.50053,835111
2021年8月20日,537,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.026953,269.505219,34.903675,11.50592,835513
2021年8月21日,538,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.0001,0.027004,270.01297,34.925278,11.511321,837219
2021年8月22日,539,1,12,1,120,50,160,342,3190.179932,0.107204,0.0001,0.027012,270.09317,34.946888,11.516724,837561
2021年8月23日,540,2,24,1,120,50,160,354,3190.179932,0.110966,0.0001,0.02702,270.177124,34.968506,11.522128,837915
2021年8月24日,541,3,36,1,120,50,160,366,3190.179932,0.114727,0.0001,0.027029,270.264801,34.990128,11.527534,838281
2021年8月25日,542,4,48,1,120,50,160,378,3190.179932,0.118489,0.0001,0.027038,270.356262,35.011757,11.532941,838659
2021年8月26日,543,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.027048,270.451477,35.033394,11.53835,839049
2021年8月27日,544,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.027058,270.550415,35.055038,11.543761,839451
2021年8月28日,545,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.0001,0.027109,271.058075,35.076725,11.549183,841157
2021年8月29日,546,1,12,1,120,50,160,342,3190.179932,0.107204,0.0001,0.027117,271.138153,35.098419,11.554606,841499
2021年8月30日,547,2,24,1,120,50,160,354,3190.179932,0.110966,0.0001,0.027125,271.221985,35.120121,11.560032,841853
2021年8月31日,548,3,36,1,120,50,160,366,3190.179932,0.114727,0.0001,0.027134,271.30957,35.141827,11.565458,842219
2021年9月1日,549,4,48,1,120,50,160,378,3190.179932,0.118489,0.0001,0.027143,271.40094,35.16354,11.570887,842597
2021年9月2日,550,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.027152,271.496033,35.185261,11.576317,842987
2021年9月3日,551,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.027162,271.594879,35.206989,11.581749,843389
2021年9月4日,552,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.0001,0.027213,272.102417,35.22876,11.587192,845095
2021年9月5日,553,1,12,1,120,50,160,342,3190.179932,0.107204,0.0001,0.027221,272.182404,35.250538,11.592636,845437
2021年9月6日,554,2,24,1,120,50,160,354,3190.179932,0.110966,0.0001,0.027229,272.266144,35.27232,11.598082,845791
2021年9月7日,555,3,36,1,120,50,160,366,3190.179932,0.114727,0.0001,0.027238,272.353607,35.294109,11.603529,846157
2021年9月8日,556,4,48,1,120,50,160,378,3190.179932,0.118489,0.0001,0.027247,272.444855,35.315907,11.608978,846535
2021年9月9日,557,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.027257,272.539856,35.337711,11.614429,846925
2021年9月10日,558,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.027267,272.638611,35.359524,11.619883,847327
2021年9月11日,559,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.0001,0.027317,273.146057,35.381378,11.625346,849033
2021年9月12日,560,1,12,1,120,50,160,342,3190.179932,0.107204,0.0001,0.027325,273.225952,35.40324,11.630812,849375
2021年9月13日,561,2,24,1,120,50,160,354,3190.179932,0.110966,0.0001,0.027334,273.30957,35.425106,11.636278,849729
2021年9月14日,562,3,36,1,120,50,160,366,3190.179932,0.114727,0.0001,0.027342,273.396942,35.44698,11.641747,850095
2021年9月15日,563,4,48,1,120,50,160,378,3190.179932,0.118489,0.0001,0.027352,273.488098,35.468861,11.647217,850473
2021年9月16日,564,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.027361,273.582977,35.490749,11.652689,850863
2021年9月17日,565,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.027371,273.68161,35.512646,11.658163,851265
2021年9月18日,566,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.0001,0.027422,274.188934,35.534584,11.663648,852971
2021年9月19日,567,1,12,1,120,50,160,342,3190.179932,0.107204,0.0001,0.02743,274.268707,35.556526,11.669133,853313
2021年9月20日,568,2,24,1,120,50,160,354,3190.179932,0.110966,0.0001,0.027438,274.352234,35.578476,11.674621,853667
2021年9月21日,569,3,36,1,120,50,160,366,3190.179932,0.114727,0.0001,0.027447,274.439514,35.600433,11.68011,854033
2021年9月22日,570,4,48,1,120,50,160,378,3190.179932,0.118489,0.0001,0.027456,274.530548,35.622398,11.685601,854411
2021年9月23日,571,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.027465,274.625336,35.644371,11.691094,854801
2021年9月24日,572,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.027475,274.723877,35.666351,11.696589,855203
2021年9月25日,573,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.0001,0.027526,275.23111,35.688374,11.702095,856909
2021年9月26日,574,1,12,1,120,50,160,342,3190.179932,0.107204,0.0001,0.027534,275.310791,35.7104,11.707602,857251
2021年9月27日,575,2,24,1,120,50,160,354,3190.179932,0.110966,0.0001,0.027542,275.394196,35.732433,11.71311,857605
2021年9月28日,576,3,36,1,120,50,160,366,3190.179932,0.114727,0.0001,0.027551,275.481354,35.754475,11.71862,857971
2021年9月29日,577,4,48,1,120,50,160,378,3190.179932,0.118489,0.0001,0.02756,275.572296,35.776524,11.724133,858349
2021年9月30日,578,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.027569,275.666992,35.79858,11.729647,858739
2021年10月1日,579,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.027579,275.765411,35.820644,11.735163,859141
2021年10月2日,580,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.0001,0.02763,276.272552,35.842747,11.740688,860847
2021年10月3日,581,1,12,1,120,50,160,342,3190.179932,0.107204,0.0001,0.027638,276.352112,35.864857,11.746216,861189
2021年10月4日,582,2,24,1,120,50,160,354,3190.179932,0.110966,0.0001,0.027646,276.435425,35.886974,11.751745,861543
2021年10月5日,583,3,36,1,120,50,160,366,3190.179932,0.114727,0.0001,0.027655,276.522491,35.9091,11.757277,861909
2021年10月6日,584,4,48,1,120,50,160,378,3190.179932,0.118489,0.0001,0.027664,276.613342,35.931232,11.76281,862287
2021年10月7日,585,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.027674,276.707916,35.953373,11.768345,862677
2021年10月8日,586,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.027683,276.806244,35.975521,11.773882,863079
2021年10月9日,587,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.0001,0.027734,277.313263,35.997707,11.779428,864785
2021年10月10日,588,1,12,1,120,50,160,342,3190.179932,0.107204,0.0001,0.027742,277.392731,36.019901,11.784977,865127
2021年10月11日,589,2,24,1,120,50,160,354,3190.179932,0.110966,0.0001,0.02775,277.475952,36.042103,11.790527,865481
2021年10月12日,590,3,36,1,120,50,160,366,3190.179932,0.114727,0.0001,0.027759,277.562897,36.064308,11.796079,865847
2021年10月13日,591,4,48,1,120,50,160,378,3190.179932,0.118489,0.0001,0.027768,277.653625,36.086521,11.801632,866225
2021年10月14日,592,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.027778,277.748108,36.108742,11.807187,866615
2021年10月15日,593,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.027787,277.846313,36.13097,11.812744,867017
2021年10月16日,594,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.0001,0.027838,278.353241,36.15324,11.818312,868723
2021年10月17日,595,1,12,1,120,50,160,342,3190.179932,0.107204,0.0001,0.027846,278.432617,36.175518,11.823881,869065
2021年10月18日,596,2,24,1,120,50,160,354,3190.179932,0.110966,0.0001,0.027854,278.515717,36.1978,11.829452,869419
2021年10月19日,597,3,36,1,120,50,160,366,3190.179932,0.114727,0.0001,0.027863,278.60257,36.220089,11.835024,869785
2021年10月20日,598,4,48,1,120,50,160,378,3190.179932,0.118489,0.0001,0.027872,278.693207,36.242386,11.840598,870163
2021年10月21日,599,5,60,1,120,50,160,390,3190.179932,0.12225,0.0001,0.027882,278.787567,36.26469,11.846174,870553
2021年10月22日,600,6,72,1,120,50,160,402,3190.179932,0.126012,0.0001,0.027891,278.885681,36.287003,11.851752,870955
2021年10月23日,601,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.025148,279.395294,36.307121,11.856782,872661
2021年10月24日,602,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.025155,279.477356,36.327244,11.861813,873003
2021年10月25日,603,2,24,1,120,50,160,354,3190.179932,0.110966,0.00009,0.025163,279.563141,36.347374,11.866845,873357
2021年10月26日,604,3,36,1,120,50,160,366,3190.179932,0.114727,0.00009,0.025171,279.652679,36.367512,11.87188,873723
2021年10月27日,605,4,48,1,120,50,160,378,3190.179932,0.118489,0.00009,0.025179,279.746002,36.387657,11.876916,874101
2021年10月28日,606,5,60,1,120,50,160,390,3190.179932,0.12225,0.00009,0.025188,279.843079,36.407806,11.881953,874491
2021年10月29日,607,6,72,1,120,50,160,402,3190.179932,0.126012,0.00009,0.025197,279.943878,36.427963,11.886992,874893
2021年10月30日,608,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.025243,280.4534,36.448158,11.892041,876599
2021年10月31日,609,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.02525,280.53537,36.468357,11.897091,876941
2021年11月1日,610,2,24,1,120,50,160,354,3190.179932,0.110966,0.00009,0.025258,280.621063,36.488564,11.902143,877295
2021年11月2日,611,3,36,1,120,50,160,366,3190.179932,0.114727,0.00009,0.025266,280.71051,36.508778,11.907196,877661
2021年11月3日,612,4,48,1,120,50,160,378,3190.179932,0.118489,0.00009,0.025275,280.803741,36.528996,11.912251,878039
2021年11月4日,613,5,60,1,120,50,160,390,3190.179932,0.12225,0.00009,0.025283,280.900726,36.549221,11.917307,878429
2021年11月5日,614,6,72,1,120,50,160,402,3190.179932,0.126012,0.00009,0.025292,281.001434,36.569454,11.922365,878831
2021年11月6日,615,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.025338,281.510864,36.589725,11.927433,880537
2021年11月7日,616,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.025346,281.592712,36.610001,11.932502,880879
2021年11月8日,617,2,24,1,120,50,160,354,3190.179932,0.110966,0.00009,0.025353,281.678314,36.630283,11.937572,881233
2021年11月9日,618,3,36,1,120,50,160,366,3190.179932,0.114727,0.00009,0.025361,281.76767,36.650574,11.942645,881599
2021年11月10日,619,4,48,1,120,50,160,378,3190.179932,0.118489,0.00009,0.02537,281.860809,36.670868,11.947719,881977
2021年11月11日,620,5,60,1,120,50,160,390,3190.179932,0.12225,0.00009,0.025378,281.957672,36.69117,11.952794,882367
2021年11月12日,621,6,72,1,120,50,160,402,3190.179932,0.126012,0.00009,0.025388,282.058289,36.711479,11.957871,882769
2021年11月13日,622,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.025433,282.567627,36.731827,11.962958,884475
2021年11月14日,623,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.025441,282.649384,36.752178,11.968046,884817
2021年11月15日,624,2,24,1,120,50,160,354,3190.179932,0.110966,0.00009,0.025448,282.734894,36.772537,11.973136,885171
2021年11月16日,625,3,36,1,120,50,160,366,3190.179932,0.114727,0.00009,0.025456,282.824158,36.792904,11.978228,885537
2021年11月17日,626,4,48,1,120,50,160,378,3190.179932,0.118489,0.00009,0.025465,282.917206,36.813274,11.98332,885915
2021年11月18日,627,5,60,1,120,50,160,390,3190.179932,0.12225,0.00009,0.025474,283.013977,36.833652,11.988415,886305
2021年11月19日,628,6,72,1,120,50,160,402,3190.179932,0.126012,0.00009,0.025483,283.114502,36.854038,11.993511,886707
2021年11月20日,629,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.025528,283.623718,36.874462,11.998617,888413
2021年11月21日,630,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.025536,283.705383,36.89489,12.003724,888755
2021年11月22日,631,2,24,1,120,50,160,354,3190.179932,0.110966,0.00009,0.025543,283.790802,36.915325,12.008833,889109
2021年11月23日,632,3,36,1,120,50,160,366,3190.179932,0.114727,0.00009,0.025551,283.879974,36.935768,12.013944,889475
2021年11月24日,633,4,48,1,120,50,160,378,3190.179932,0.118489,0.00009,0.02556,283.9729,36.956215,12.019055,889853
2021年11月25日,634,5,60,1,120,50,160,390,3190.179932,0.12225,0.00009,0.025569,284.06958,36.976669,12.024169,890243
2021年11月26日,635,6,72,1,120,50,160,402,3190.179932,0.126012,0.00009,0.025578,284.170013,36.997131,12.029284,890645
2021年11月27日,636,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.025623,284.679138,37.017632,12.03441,892351
2021年11月28日,637,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.025631,284.760712,37.038136,12.039536,892693
2021年11月29日,638,2,24,1,120,50,160,354,3190.179932,0.110966,0.00009,0.025638,284.846039,37.058647,12.044663,893047
2021年11月30日,639,3,36,1,120,50,160,366,3190.179932,0.114727,0.00009,0.025646,284.93512,37.079163,12.049792,893413
2021年12月1日,640,4,48,1,120,50,160,378,3190.179932,0.118489,0.00009,0.025655,285.027954,37.099686,12.054923,893791
2021年12月2日,641,5,60,1,120,50,160,390,3190.179932,0.12225,0.00009,0.025664,285.124542,37.120216,12.060056,894181
2021年12月3日,642,6,72,1,120,50,160,402,3190.179932,0.126012,0.00009,0.025673,285.224884,37.140755,12.06519,894583
2021年12月4日,643,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.025718,285.733917,37.161331,12.070334,896289
2021年12月5日,644,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.025726,285.815399,37.181911,12.07548,896631
2021年12月6日,645,2,24,1,120,50,160,354,3190.179932,0.110966,0.00009,0.025733,285.900635,37.202499,12.080626,896985
2021年12月7日,646,3,36,1,120,50,160,366,3190.179932,0.114727,0.00009,0.025741,285.989624,37.223091,12.085774,897351
2021年12月8日,647,4,48,1,120,50,160,378,3190.179932,0.118489,0.00009,0.02575,286.082367,37.24369,12.090924,897729
2021年12月9日,648,5,60,1,120,50,160,390,3190.179932,0.12225,0.00009,0.025758,286.178864,37.264297,12.096076,898119
2021年12月10日,649,6,72,1,120,50,160,402,3190.179932,0.126012,0.00009,0.025767,286.279114,37.284912,12.10123,898521
2021年12月11日,650,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.025813,286.788055,37.305561,12.106392,900227
2021年12月12日,651,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.025821,286.869446,37.326218,12.111556,900569
2021年12月13日,652,2,24,1,120,50,160,354,3190.179932,0.110966,0.00009,0.025828,286.95459,37.346882,12.116722,900923
2021年12月14日,653,3,36,1,120,50,160,366,3190.179932,0.114727,0.00009,0.025836,287.043457,37.36755,12.121889,901289
2021年12月15日,654,4,48,1,120,50,160,378,3190.179932,0.118489,0.00009,0.025845,287.136108,37.388226,12.127058,901667
2021年12月16日,655,5,60,1,120,50,160,390,3190.179932,0.12225,0.00009,0.025853,287.232513,37.408909,12.132229,902057
2021年12月17日,656,6,72,1,120,50,160,402,3190.179932,0.126012,0.00009,0.025862,287.332672,37.4296,12.137402,902459
2021年12月18日,657,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.025908,287.841522,37.450325,12.142583,904165
2021年12月19日,658,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.025915,287.922821,37.471058,12.147766,904507
2021年12月20日,659,2,24,1,120,50,160,354,3190.179932,0.110966,0.00009,0.025923,288.007874,37.491795,12.15295,904861
2021年12月21日,660,3,36,1,120,50,160,366,3190.179932,0.114727,0.00009,0.025931,288.096649,37.512539,12.158136,905227
2021年12月22日,661,4,48,1,120,50,160,378,3190.179932,0.118489,0.00009,0.025939,288.189209,37.533291,12.163324,905605
2021年12月23日,662,5,60,1,120,50,160,390,3190.179932,0.12225,0.00009,0.025948,288.285522,37.55405,12.168514,905995
2021年12月24日,663,6,72,1,120,50,160,402,3190.179932,0.126012,0.00009,0.025957,288.385559,37.574818,12.173706,906397
2021年12月25日,664,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.026003,288.894318,37.595619,12.178906,908103
2021年12月26日,665,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.02601,288.975525,37.616428,12.184109,908445
2021年12月27日,666,2,24,1,120,50,160,354,3190.179932,0.110966,0.00009,0.026018,289.060455,37.637241,12.189312,908799
2021年12月28日,667,3,36,1,120,50,160,366,3190.179932,0.114727,0.00009,0.026026,289.149139,37.658062,12.194517,909165
2021年12月29日,668,4,48,1,120,50,160,378,3190.179932,0.118489,0.00009,0.026034,289.241608,37.67889,12.199724,909543
2021年12月30日,669,5,60,1,120,50,160,390,3190.179932,0.12225,0.00009,0.026043,289.33783,37.699726,12.204933,909933
2021年12月31日,670,6,72,1,120,50,160,402,3190.179932,0.126012,0.00009,0.026052,289.437775,37.720566,12.210143,910335
2022年1月1日,671,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.026098,289.946442,37.741444,12.215363,912041
2022年1月2日,672,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.026105,290.027557,37.762329,12.220584,912383
2022年1月3日,673,2,24,1,120,50,160,354,3190.179932,0.110966,0.00009,0.026112,290.112396,37.783218,12.225806,912737
2022年1月4日,674,3,36,1,120,50,160,366,3190.179932,0.114727,0.00009,0.02612,290.200989,37.804115,12.23103,913103
2022年1月5日,675,4,48,1,120,50,160,378,3190.179932,0.118489,0.00009,0.026129,290.293365,37.82502,12.236257,913481
2022年1月6日,676,5,60,1,120,50,160,390,3190.179932,0.12225,0.00009,0.026137,290.389496,37.845928,12.241484,913871
2022年1月7日,677,6,72,1,120,50,160,402,3190.179932,0.126012,0.00009,0.026146,290.489349,37.866844,12.246713,914273
2022年1月8日,678,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.026192,290.997925,37.887798,12.251951,915979
2022年1月9日,679,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.026199,291.078918,37.908756,12.257191,916321
2022年1月10日,680,2,24,1,120,50,160,354,3190.179932,0.110966,0.00009,0.026207,291.163666,37.929722,12.262432,916675
2022年1月11日,681,3,36,1,120,50,160,366,3190.179932,0.114727,0.00009,0.026215,291.252167,37.950695,12.267675,917041
2022年1月12日,682,4,48,1,120,50,160,378,3190.179932,0.118489,0.00009,0.026223,291.344452,37.971672,12.27292,917419
2022年1月13日,683,5,60,1,120,50,160,390,3190.179932,0.12225,0.00009,0.026232,291.44046,37.992657,12.278166,917809
2022年1月14日,684,6,72,1,120,50,160,402,3190.179932,0.126012,0.00009,0.026241,291.540222,38.013649,12.283414,918211
2022年1月15日,685,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.026287,292.048706,38.034679,12.288671,919917
2022年1月16日,686,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.026294,292.129608,38.055714,12.29393,920259
2022年1月17日,687,2,24,1,120,50,160,354,3190.179932,0.110966,0.00009,0.026302,292.214264,38.076756,12.299191,920613
2022年1月18日,688,3,36,1,120,50,160,366,3190.179932,0.114727,0.00009,0.02631,292.302673,38.097805,12.304453,920979
2022年1月19日,689,4,48,1,120,50,160,378,3190.179932,0.118489,0.00009,0.026318,292.394867,38.118858,12.309716,921357
2022年1月20日,690,5,60,1,120,50,160,390,3190.179932,0.12225,0.00009,0.026327,292.490784,38.139919,12.314981,921747
2022年1月21日,691,6,72,1,120,50,160,402,3190.179932,0.126012,0.00009,0.026336,292.590454,38.160988,12.320249,922149
2022年1月22日,692,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.026381,293.098846,38.182095,12.325525,923855
2022年1月23日,693,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.026389,293.179657,38.203205,12.330803,924197
2022年1月24日,694,2,24,1,120,50,160,354,3190.179932,0.110966,0.00009,0.026396,293.264221,38.224323,12.336082,924551
2022年1月25日,695,3,36,1,120,50,160,366,3190.179932,0.114727,0.00009,0.026404,293.352539,38.245445,12.341363,924917
2022年1月26日,696,4,48,1,120,50,160,378,3190.179932,0.118489,0.00009,0.026412,293.444641,38.266575,12.346645,925295
2022年1月27日,697,5,60,1,120,50,160,390,3190.179932,0.12225,0.00009,0.026421,293.540466,38.287712,12.35193,925685
2022年1月28日,698,6,72,1,120,50,160,402,3190.179932,0.126012,0.00009,0.02643,293.640045,38.308857,12.357216,926087
2022年1月29日,699,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00009,0.026476,294.148315,38.330036,12.362511,927793
2022年1月30日,700,1,12,1,120,50,160,342,3190.179932,0.107204,0.00009,0.026483,294.229034,38.351223,12.367807,928135
2022年1月31日,701,2,24,1,120,50,160,354,3190.179932,0.110966,0.00008,0.023547,294.316437,38.37006,12.372517,928489
2022年2月1日,702,3,36,1,120,50,160,366,3190.179932,0.114727,0.00008,0.023554,294.407593,38.388905,12.377228,928855
2022年2月2日,703,4,48,1,120,50,160,378,3190.179932,0.118489,0.00008,0.023562,294.502533,38.407753,12.38194,929233
2022年2月3日,704,5,60,1,120,50,160,390,3190.179932,0.12225,0.00008,0.02357,294.601227,38.426609,12.386654,929623
2022年2月4日,705,6,72,1,120,50,160,402,3190.179932,0.126012,0.00008,0.023578,294.703644,38.445473,12.39137,930025
2022年2月5日,706,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00008,0.023619,295.214783,38.464367,12.396093,931731
2022年2月6日,707,1,12,1,120,50,160,342,3190.179932,0.107204,0.00008,0.023626,295.29837,38.483269,12.400819,932073
2022年2月7日,708,2,24,1,120,50,160,354,3190.179932,0.110966,0.00008,0.023633,295.385712,38.502174,12.405545,932427
2022年2月8日,709,3,36,1,120,50,160,366,3190.179932,0.114727,0.00008,0.02364,295.476776,38.521088,12.410274,932793
2022年2月9日,710,4,48,1,120,50,160,378,3190.179932,0.118489,0.00008,0.023648,295.571625,38.540005,12.415003,933171
2022年2月10日,711,5,60,1,120,50,160,390,3190.179932,0.12225,0.00008,0.023656,295.670227,38.558929,12.419734,933561
2022年2月11日,712,6,72,1,120,50,160,402,3190.179932,0.126012,0.00008,0.023664,295.772583,38.577862,12.424467,933963
2022年2月12日,713,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00008,0.023705,296.28363,38.596825,12.429208,935669
2022年2月13日,714,1,12,1,120,50,160,342,3190.179932,0.107204,0.00008,0.023711,296.367126,38.615795,12.43395,936011
2022年2月14日,715,2,24,1,120,50,160,354,3190.179932,0.110966,0.00008,0.023718,296.454376,38.634769,12.438694,936365
2022年2月15日,716,3,36,1,120,50,160,366,3190.179932,0.114727,0.00008,0.023726,296.54538,38.653751,12.443439,936731
2022年2月16日,717,4,48,1,120,50,160,378,3190.179932,0.118489,0.00008,0.023733,296.640137,38.672737,12.448186,937109
2022年2月17日,718,5,60,1,120,50,160,390,3190.179932,0.12225,0.00008,0.023741,296.738647,38.69173,12.452934,937499
2022年2月18日,719,6,72,1,120,50,160,402,3190.179932,0.126012,0.00008,0.023749,296.840912,38.710732,12.457685,937901
2022年2月19日,720,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00008,0.02379,297.351868,38.729763,12.462442,939607
2022年2月20日,721,1,12,1,120,50,160,342,3190.179932,0.107204,0.00008,0.023797,297.435272,38.748802,12.467202,939949
2022年2月21日,722,2,24,1,120,50,160,354,3190.179932,0.110966,0.00008,0.023804,297.52243,38.767845,12.471963,940303
2022年2月22日,723,3,36,1,120,50,160,366,3190.179932,0.114727,0.00008,0.023811,297.613342,38.786896,12.476726,940669
2022年2月23日,724,4,48,1,120,50,160,378,3190.179932,0.118489,0.00008,0.023819,297.708038,38.80595,12.481489,941047
2022年2月24日,725,5,60,1,120,50,160,390,3190.179932,0.12225,0.00008,0.023826,297.806458,38.825012,12.486255,941437
2022年2月25日,726,6,72,1,120,50,160,402,3190.179932,0.126012,0.00008,0.023835,297.90863,38.844078,12.491021,941839
2022年2月26日,727,7,1376,1,120,50,160,1706,3190.179932,0.534766,0.00008,0.023875,298.419525,38.863178,12.495796,943545
2022年2月27日,728,1,12,1,120,50,160,342,3190.179932,0.107204,0.00008,0.023882,298.502838,38.882282,12.500572,943887
2022年2月28日,729,2,24,1,120,50,160,354,3190.179932,0.110966,0.00008,0.023889,298.589905,38.901394,12.50535,944241
2022年3月1日,730,3,36,1,120,50,160,366,3190.179932,0.114727,0.00008,0.023896,298.680725,38.920509,12.510129,944607
