日期,注册天数,签到第几天,锁仓绩效积分,可用绩效积分,养老绩效积分,当前累计贡献值,,,,,,,,,,
2020年5月15日,76,7,187.850006,0.52,2.91,437905,,,,,,,,,,
日期,注册天数,登陆第几天,签到贡献值,阅读倍数,阅读贡献值,分享贡献值,广告贡献值,今日获取的总贡献值,转换比,贡献值转换成积分,释放比,释放积分,锁仓绩效积分,可用绩效积分,养老绩效积分,累计贡献值
2020年12月4日,278,6,72,4,300,50,160,582,5190.180176,0.112135,0.0002,0.04044,202.160812,26.400629,9.380153,680087
2020年12月5日,279,7,1376,4,300,50,160,1886,5190.180176,0.363379,0.0002,0.040505,202.483673,26.433033,9.388253,681973
2020年12月6日,280,1,12,4,300,50,160,522,5190.180176,0.100575,0.0002,0.040517,202.543732,26.465446,9.396357,682495
2020年12月7日,281,2,24,4,300,50,160,534,5190.180176,0.102887,0.0002,0.040529,202.606094,26.497869,9.404463,683029
2020年12月8日,282,3,36,4,300,50,160,546,5190.180176,0.105199,0.0002,0.040542,202.670746,26.530304,9.412571,683575
2020年12月9日,283,4,48,4,300,50,160,558,5190.180176,0.107511,0.0002,0.040556,202.737701,26.562748,9.420682,684133
2020年12月10日,284,5,60,4,300,50,160,570,5190.180176,0.109823,0.0002,0.04057,202.806946,26.595203,9.428796,684703
2020年12月11日,285,6,72,4,300,50,160,582,5190.180176,0.112135,0.0002,0.040584,202.878494,26.62767,9.436913,685285
2020年12月12日,286,7,1376,4,300,50,160,1886,5190.180176,0.363379,0.0002,0.040648,203.201218,26.660189,9.445043,687171
2020年12月13日,287,1,12,4,300,50,160,522,5190.180176,0.100575,0.0002,0.04066,203.261124,26.692717,9.453175,687693
2020年12月14日,288,2,24,4,300,50,160,534,5190.180176,0.102887,0.0002,0.040673,203.323334,26.725254,9.461309,688227
2020年12月15日,289,3,36,4,300,50,160,546,5190.180176,0.105199,0.0002,0.040686,203.387848,26.757803,9.469446,688773
2020年12月16日,290,4,48,4,300,50,160,558,5190.180176,0.107511,0.0002,0.040699,203.454666,26.790361,9.477586,689331
2020年12月17日,291,5,60,4,300,50,160,570,5190.180176,0.109823,0.0002,0.040713,203.523773,26.822931,9.485728,689901
2020年12月18日,292,6,72,4,300,50,160,582,5190.180176,0.112135,0.0002,0.040727,203.595184,26.855513,9.493874,690483
2020年12月19日,293,7,1376,4,300,50,160,1886,5190.180176,0.363379,0.0002,0.040792,203.91777,26.888145,9.502032,692369
2020年12月20日,294,1,12,4,300,50,160,522,5190.180176,0.100575,0.0002,0.040804,203.977539,26.920788,9.510193,692891
2020年12月21日,295,2,24,4,300,50,160,534,5190.180176,0.102887,0.0002,0.040816,204.039612,26.953442,9.518356,693425
2020年12月22日,296,3,36,4,300,50,160,546,5190.180176,0.105199,0.0002,0.040829,204.103973,26.986105,9.526522,693971
2020年12月23日,297,4,48,4,300,50,160,558,5190.180176,0.107511,0.0002,0.040842,204.170639,27.01878,9.53469,694529
2020年12月24日,298,5,60,4,300,50,160,570,5190.180176,0.109823,0.0002,0.040856,204.239594,27.051464,9.542861,695099
2020年12月25日,299,6,72,4,300,50,160,582,5190.180176,0.112135,0.0002,0.04087,204.310867,27.08416,9.551035,695681
2020年12月26日,300,7,1376,4,300,50,160,1886,5190.180176,0.363379,0.0002,0.040935,204.633301,27.116907,9.559222,697567
2020年12月27日,301,1,12,4,300,50,160,522,5190.180176,0.100575,0.00015,0.03071,204.703156,27.141476,9.565364,698089
2020年12月28日,302,2,24,4,300,50,160,534,5190.180176,0.102887,0.00015,0.030721,204.77533,27.166052,9.571508,698623
2020年12月29日,303,3,36,4,300,50,160,546,5190.180176,0.105199,0.00015,0.030732,204.849792,27.190638,9.577655,699169
2020年12月30日,304,4,48,4,300,50,160,558,5190.180176,0.107511,0.00015,0.030744,204.926559,27.215233,9.583803,699727
2020年12月31日,305,5,60,4,300,50,160,570,5190.180176,0.109823,0.00015,0.030755,205.005615,27.239838,9.589954,700297
2021年1月1日,306,6,72,4,300,50,160,582,5190.180176,0.112135,0.00015,0.030768,205.08699,27.264452,9.596107,700879
2021年1月2日,307,7,1376,4,300,50,160,1886,5190.180176,0.363379,0.00015,0.030818,205.41954,27.289106,9.602271,702765
2021年1月3日,308,1,12,4,300,50,160,522,5190.180176,0.100575,0.00015,0.030828,205.489288,27.313768,9.608437,703287
2021年1月4日,309,2,24,4,300,50,160,534,5190.180176,0.102887,0.00015,0.030839,205.56134,27.33844,9.614604,703821
2021年1月5日,310,3,36,4,300,50,160,546,5190.180176,0.105199,0.00015,0.03085,205.635681,27.363119,9.620774,704367
2021年1月6日,311,4,48,4,300,50,160,558,5190.180176,0.107511,0.00015,0.030861,205.712326,27.387808,9.626946,704925
2021年1月7日,312,5,60,4,300,50,160,570,5190.180176,0.109823,0.00015,0.030873,205.791275,27.412506,9.633121,705495
2021年1月8日,313,6,72,4,300,50,160,582,5190.180176,0.112135,0.00015,0.030886,205.872528,27.437214,9.639298,706077
2021年1月9日,314,7,1376,4,300,50,160,1886,5190.180176,0.363379,0.00015,0.030935,206.204971,27.461962,9.645486,707963
2021年1月10日,315,1,12,4,300,50,160,522,5190.180176,0.100575,0.00015,0.030946,206.274597,27.486719,9.651675,708485
2021年1月11日,316,2,24,4,300,50,160,534,5190.180176,0.102887,0.00015,0.030957,206.346527,27.511484,9.657866,709019
2021年1月12日,317,3,36,4,300,50,160,546,5190.180176,0.105199,0.00015,0.030968,206.420746,27.536259,9.66406,709565
2021年1月13日,318,4,48,4,300,50,160,558,5190.180176,0.107511,0.00015,0.030979,206.497284,27.561043,9.670256,710123
2021年1月14日,319,5,60,4,300,50,160,570,5190.180176,0.109823,0.00015,0.030991,206.576111,27.585836,9.676454,710693
2021年1月15日,320,6,72,4,300,50,160,582,5190.180176,0.112135,0.00015,0.031003,206.657242,27.61064,9.682654,711275
2021年1月16日,321,7,1376,4,300,50,160,1886,5190.180176,0.363379,0.00015,0.031053,206.989563,27.635483,9.688865,713161
2021年1月17日,322,1,12,4,300,50,160,522,5190.180176,0.100575,0.00015,0.031064,207.059067,27.660334,9.695077,713683
2021年1月18日,323,2,24,4,300,50,160,534,5190.180176,0.102887,0.00015,0.031074,207.13089,27.685194,9.701292,714217
2021年1月19日,324,3,36,4,300,50,160,546,5190.180176,0.105199,0.00015,0.031085,207.205002,27.710062,9.707509,714763
2021年1月20日,325,4,48,4,300,50,160,558,5190.180176,0.107511,0.00015,0.031097,207.281418,27.73494,9.713728,715321
2021年1月21日,326,5,60,4,300,50,160,570,5190.180176,0.109823,0.00015,0.031109,207.360123,27.759827,9.71995,715891
2021年1月22日,327,6,72,4,300,50,160,582,5190.180176,0.112135,0.00015,0.031121,207.441132,27.784723,9.726174,716473
2021年1月23日,328,7,1376,4,300,50,160,1886,5190.180176,0.363379,0.00015,0.031171,207.773331,27.80966,9.732409,718359
2021年1月24日,329,1,12,4,300,50,160,522,5190.180176,0.100575,0.00015,0.031181,207.842728,27.834604,9.738645,718881
2021年1月25日,330,2,24,4,300,50,160,534,5190.180176,0.102887,0.00015,0.031192,207.914429,27.859558,9.744883,719415
2021年1月26日,331,3,36,4,300,50,160,546,5190.180176,0.105199,0.00015,0.031203,207.988419,27.88452,9.751123,719961
2021年1月27日,332,4,48,4,300,50,160,558,5190.180176,0.107511,0.00015,0.031214,208.064713,27.909491,9.757366,720519
2021年1月28日,333,5,60,1,120,50,160,390,5190.180176,0.075142,0.00015,0.031221,208.108627,27.934467,9.763611,720909
2021年1月29日,334,6,72,1,120,50,160,402,5190.180176,0.077454,0.00015,0.031228,208.154846,27.95945,9.769856,721311
2021年1月30日,335,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00015,0.031273,208.452286,27.984468,9.776111,723017
2021年1月31日,336,1,12,1,120,50,160,342,5190.180176,0.065894,0.00015,0.031278,208.486893,28.009491,9.782366,723359
2021年2月1日,337,2,24,1,120,50,160,354,5190.180176,0.068206,0.00015,0.031283,208.523819,28.034517,9.788623,723713
2021年2月2日,338,3,36,1,120,50,160,366,5190.180176,0.070518,0.00015,0.031289,208.563034,28.059549,9.794881,724079
2021年2月3日,339,4,48,1,120,50,160,378,5190.180176,0.07283,0.00015,0.031295,208.604568,28.084585,9.80114,724457
2021年2月4日,340,5,60,1,120,50,160,390,5190.180176,0.075142,0.00015,0.031302,208.648407,28.109627,9.8074,724847
2021年2月5日,341,6,72,1,120,50,160,402,5190.180176,0.077454,0.00015,0.031309,208.69455,28.134674,9.813662,725249
2021年2月6日,342,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00015,0.031353,208.991898,28.159758,9.819932,726955
2021年2月7日,343,1,12,1,120,50,160,342,5190.180176,0.065894,0.00015,0.031359,209.026428,28.184845,9.826203,727297
2021年2月8日,344,2,24,1,120,50,160,354,5190.180176,0.068206,0.00015,0.031364,209.063278,28.209936,9.832477,727651
2021年2月9日,345,3,36,1,120,50,160,366,5190.180176,0.070518,0.00015,0.03137,209.102417,28.235033,9.838751,728017
2021年2月10日,346,4,48,1,120,50,160,378,5190.180176,0.07283,0.00015,0.031376,209.143875,28.260134,9.845026,728395
2021年2月11日,347,5,60,1,120,50,160,390,5190.180176,0.075142,0.00015,0.031383,209.187622,28.28524,9.851302,728785
2021年2月12日,348,6,72,1,120,50,160,402,5190.180176,0.077454,0.00015,0.03139,209.233688,28.310352,9.85758,729187
2021年2月13日,349,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00015,0.031434,209.53096,28.335501,9.863867,730893
2021年2月14日,350,1,12,1,120,50,160,342,5190.180176,0.065894,0.00015,0.03144,209.565414,28.360653,9.870154,731235
2021年2月15日,351,2,24,1,120,50,160,354,5190.180176,0.068206,0.00015,0.031445,209.602173,28.385809,9.876444,731589
2021年2月16日,352,3,36,1,120,50,160,366,5190.180176,0.070518,0.00015,0.031451,209.641235,28.410969,9.882734,731955
2021年2月17日,353,4,48,1,120,50,160,378,5190.180176,0.07283,0.00015,0.031457,209.682602,28.436134,9.889026,732333
2021年2月18日,354,5,60,1,120,50,160,390,5190.180176,0.075142,0.00015,0.031464,209.726273,28.461306,9.895318,732723
2021年2月19日,355,6,72,1,120,50,160,402,5190.180176,0.077454,0.00015,0.031471,209.772263,28.486483,9.901612,733125
2021年2月20日,356,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00015,0.031515,210.069458,28.511694,9.907915,734831
2021年2月21日,357,1,12,1,120,50,160,342,5190.180176,0.065894,0.00015,0.03152,210.103821,28.536911,9.914219,735173
2021年2月22日,358,2,24,1,120,50,160,354,5190.180176,0.068206,0.00015,0.031526,210.140503,28.562132,9.920524,735527
2021年2月23日,359,3,36,1,120,50,160,366,5190.180176,0.070518,0.00015,0.031532,210.179489,28.587357,9.92683,735893
2021年2月24日,360,4,48,1,120,50,160,378,5190.180176,0.07283,0.00015,0.031538,210.220779,28.612587,9.933138,736271
2021年2月25日,361,5,60,1,120,50,160,390,5190.180176,0.075142,0.00015,0.031544,210.264374,28.637823,9.939446,736661
2021年2月26日,362,6,72,1,120,50,160,402,5190.180176,0.077454,0.00015,0.031551,210.310272,28.663065,9.945757,737063
2021年2月27日,363,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00015,0.031596,210.607376,28.688341,9.952076,738769
2021年2月28日,364,1,12,1,120,50,160,342,5190.180176,0.065894,0.00015,0.031601,210.641663,28.713621,9.958396,739111
2021年3月1日,365,2,24,1,120,50,160,354,5190.180176,0.068206,0.00015,0.031606,210.678268,28.738907,9.964717,739465
2021年3月2日,366,3,36,1,120,50,160,366,5190.180176,0.070518,0.00015,0.031612,210.717163,28.764196,9.97104,739831
2021年3月3日,367,4,48,1,120,50,160,378,5190.180176,0.07283,0.00015,0.031619,210.758377,28.789492,9.977364,740209
2021年3月4日,368,5,60,1,120,50,160,390,5190.180176,0.075142,0.00015,0.031625,210.80188,28.814791,9.983688,740599
2021年3月5日,369,6,72,1,120,50,160,402,5190.180176,0.077454,0.00015,0.031632,210.847702,28.840096,9.990015,741001
2021年3月6日,370,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00015,0.031676,211.14473,28.865437,9.99635,742707
2021年3月7日,371,1,12,1,120,50,160,342,5190.180176,0.065894,0.00015,0.031682,211.17894,28.890781,10.002687,743049
2021年3月8日,372,2,24,1,120,50,160,354,5190.180176,0.068206,0.00015,0.031687,211.215454,28.916132,10.009024,743403
2021年3月9日,373,3,36,1,120,50,160,366,5190.180176,0.070518,0.00015,0.031693,211.254272,28.941486,10.015362,743769
2021年3月10日,374,4,48,1,120,50,160,378,5190.180176,0.07283,0.00015,0.031699,211.29541,28.966846,10.021702,744147
2021年3月11日,375,5,60,1,120,50,160,390,5190.180176,0.075142,0.00015,0.031706,211.338837,28.99221,10.028043,744537
2021年3月12日,376,6,72,1,120,50,160,402,5190.180176,0.077454,0.00015,0.031712,211.384583,29.01758,10.034386,744939
2021年3月13日,377,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00015,0.031757,211.681534,29.042986,10.040737,746645
2021年3月14日,378,1,12,1,120,50,160,342,5190.180176,0.065894,0.00015,0.031762,211.715652,29.068396,10.04709,746987
2021年3月15日,379,2,24,1,120,50,160,354,5190.180176,0.068206,0.00015,0.031768,211.75209,29.093809,10.053443,747341
2021年3月16日,380,3,36,1,120,50,160,366,5190.180176,0.070518,0.00015,0.031773,211.790833,29.119228,10.059797,747707
2021年3月17日,381,4,48,1,120,50,160,378,5190.180176,0.07283,0.00015,0.03178,211.831879,29.144651,10.066154,748085
2021年3月18日,382,5,60,1,120,50,160,390,5190.180176,0.075142,0.00015,0.031786,211.875229,29.17008,10.072511,748475
2021年3月19日,383,6,72,1,120,50,160,402,5190.180176,0.077454,0.00015,0.031793,211.920883,29.195515,10.078869,748877
2021年3月20日,384,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00015,0.031837,212.217758,29.220985,10.085237,750583
2021年3月21日,385,1,12,1,120,50,160,342,5190.180176,0.065894,0.00015,0.031843,212.251801,29.24646,10.091605,750925
2021年3月22日,386,2,24,1,120,50,160,354,5190.180176,0.068206,0.00015,0.031848,212.288162,29.271938,10.097975,751279
2021年3月23日,387,3,36,1,120,50,160,366,5190.180176,0.070518,0.00015,0.031854,212.326813,29.297421,10.104345,751645
2021年3月24日,388,4,48,1,120,50,160,378,5190.180176,0.07283,0.00015,0.03186,212.367783,29.322908,10.110718,752023
2021年3月25日,389,5,60,1,120,50,160,390,5190.180176,0.075142,0.00015,0.031866,212.411057,29.348402,10.117091,752413
2021年3月26日,390,6,72,1,120,50,160,402,5190.180176,0.077454,0.00015,0.031873,212.456635,29.373901,10.123466,752815
2021年3月27日,391,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00015,0.031918,212.753418,29.399435,10.129849,754521
2021年3月28日,392,1,12,1,120,50,160,342,5190.180176,0.065894,0.00015,0.031923,212.787384,29.424973,10.136234,754863
2021年3月29日,393,2,24,1,120,50,160,354,5190.180176,0.068206,0.00015,0.031928,212.823669,29.450516,10.14262,755217
2021年3月30日,394,3,36,1,120,50,160,366,5190.180176,0.070518,0.00015,0.031934,212.862244,29.476063,10.149007,755583
2021年3月31日,395,4,48,1,120,50,160,378,5190.180176,0.07283,0.00015,0.03194,212.903137,29.501616,10.155395,755961
2021年4月1日,396,5,60,1,120,50,160,390,5190.180176,0.075142,0.00015,0.031947,212.94632,29.527172,10.161784,756351
2021年4月2日,397,6,72,1,120,50,160,402,5190.180176,0.077454,0.00015,0.031954,212.991821,29.552734,10.168175,756753
2021年4月3日,398,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00015,0.031998,213.288528,29.578333,10.174574,758459
2021年4月4日,399,1,12,1,120,50,160,342,5190.180176,0.065894,0.00015,0.032003,213.322418,29.603935,10.180975,758801
2021年4月5日,400,2,24,1,120,50,160,354,5190.180176,0.068206,0.00015,0.032009,213.358612,29.629541,10.187377,759155
2021年4月6日,401,3,36,1,120,50,160,366,5190.180176,0.070518,0.00012,0.025611,213.403519,29.65003,10.192499,759521
2021年4月7日,402,4,48,1,120,50,160,378,5190.180176,0.07283,0.00012,0.025617,213.450729,29.670525,10.197622,759899
2021年4月8日,403,5,60,1,120,50,160,390,5190.180176,0.075142,0.00012,0.025623,213.500244,29.691023,10.202747,760289
2021年4月9日,404,6,72,1,120,50,160,402,5190.180176,0.077454,0.00012,0.025629,213.552063,29.711527,10.207873,760691
2021年4月10日,405,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00012,0.025666,213.855103,29.732059,10.213006,762397
2021年4月11日,406,1,12,1,120,50,160,342,5190.180176,0.065894,0.00012,0.025671,213.895325,29.752596,10.21814,762739
2021年4月12日,407,2,24,1,120,50,160,354,5190.180176,0.068206,0.00012,0.025676,213.937851,29.773136,10.223275,763093
2021年4月13日,408,3,36,1,120,50,160,366,5190.180176,0.070518,0.00012,0.025681,213.982681,29.79368,10.228412,763459
2021年4月14日,409,4,48,1,120,50,160,378,5190.180176,0.07283,0.00012,0.025687,214.029831,29.81423,10.233549,763837
2021年4月15日,410,5,60,1,120,50,160,390,5190.180176,0.075142,0.00012,0.025693,214.079269,29.834784,10.238688,764227
2021年4月16日,411,6,72,1,120,50,160,402,5190.180176,0.077454,0.00012,0.025699,214.131027,29.855343,10.243827,764629
2021年4月17日,412,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00012,0.025735,214.43399,29.875931,10.248974,766335
2021年4月18日,413,1,12,1,120,50,160,342,5190.180176,0.065894,0.00012,0.02574,214.474136,29.896523,10.254122,766677
2021年4月19日,414,2,24,1,120,50,160,354,5190.180176,0.068206,0.00012,0.025745,214.516602,29.917118,10.259271,767031
2021年4月20日,415,3,36,1,120,50,160,366,5190.180176,0.070518,0.00012,0.02575,214.561356,29.937719,10.264421,767397
2021年4月21日,416,4,48,1,120,50,160,378,5190.180176,0.07283,0.00012,0.025756,214.608429,29.958324,10.269571,767775
2021年4月22日,417,5,60,1,120,50,160,390,5190.180176,0.075142,0.00012,0.025762,214.657806,29.978933,10.274724,768165
2021年4月23日,418,6,72,1,120,50,160,402,5190.180176,0.077454,0.00012,0.025768,214.709488,29.999548,10.279878,768567
2021年4月24日,419,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00012,0.025805,215.01239,30.020191,10.285039,770273
2021年4月25日,420,1,12,1,120,50,160,342,5190.180176,0.065894,0.00012,0.025809,215.052475,30.040838,10.290201,770615
2021年4月26日,421,2,24,1,120,50,160,354,5190.180176,0.068206,0.00012,0.025814,215.094864,30.061489,10.295364,770969
2021年4月27日,422,3,36,1,120,50,160,366,5190.180176,0.070518,0.00012,0.02582,215.139557,30.082146,10.300529,771335
2021年4月28日,423,4,48,1,120,50,160,378,5190.180176,0.07283,0.00012,0.025825,215.186569,30.102806,10.305694,771713
2021年4月29日,424,5,60,1,120,50,160,390,5190.180176,0.075142,0.00012,0.025831,215.23587,30.12347,10.31086,772103
2021年4月30日,425,6,72,1,120,50,160,402,5190.180176,0.077454,0.00012,0.025838,215.287491,30.14414,10.316028,772505
2021年5月1日,426,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00012,0.025874,215.590317,30.164839,10.321202,774211
2021年5月2日,427,1,12,1,120,50,160,342,5190.180176,0.065894,0.00012,0.025879,215.630325,30.185541,10.326378,774553
2021年5月3日,428,2,24,1,120,50,160,354,5190.180176,0.068206,0.00012,0.025884,215.672653,30.206247,10.331554,774907
2021年5月4日,429,3,36,1,120,50,160,366,5190.180176,0.070518,0.00012,0.025889,215.71727,30.226959,10.336732,775273
2021年5月5日,430,4,48,1,120,50,160,378,5190.180176,0.07283,0.00012,0.025895,215.764206,30.247675,10.341911,775651
2021年5月6日,431,5,60,1,120,50,160,390,5190.180176,0.075142,0.00012,0.025901,215.813446,30.268396,10.347092,776041
2021年5月7日,432,6,72,1,120,50,160,402,5190.180176,0.077454,0.00012,0.025907,215.86499,30.289122,10.352273,776443
2021年5月8日,433,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00012,0.025943,216.167755,30.309875,10.357462,778149
2021年5月9日,434,1,12,1,120,50,160,342,5190.180176,0.065894,0.00012,0.025948,216.207687,30.330633,10.362652,778491
2021年5月10日,435,2,24,1,120,50,160,354,5190.180176,0.068206,0.00012,0.025953,216.249939,30.351397,10.367843,778845
2021年5月11日,436,3,36,1,120,50,160,366,5190.180176,0.070518,0.00012,0.025958,216.294495,30.372164,10.373034,779211
2021年5月12日,437,4,48,1,120,50,160,378,5190.180176,0.07283,0.00012,0.025964,216.341354,30.392935,10.378227,779589
2021年5月13日,438,5,60,1,120,50,160,390,5190.180176,0.075142,0.00012,0.02597,216.390518,30.413712,10.383421,779979
2021年5月14日,439,6,72,1,120,50,160,402,5190.180176,0.077454,0.00012,0.025976,216.442001,30.434492,10.388617,780381
2021年5月15日,440,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00012,0.026012,216.74469,30.455301,10.393819,782087
2021年5月16日,441,1,12,1,120,50,160,342,5190.180176,0.065894,0.00012,0.026017,216.784561,30.476114,10.399022,782429
2021年5月17日,442,2,24,1,120,50,160,354,5190.180176,0.068206,0.00012,0.026022,216.826752,30.496933,10.404226,782783
2021年5月18日,443,3,36,1,120,50,160,366,5190.180176,0.070518,0.00012,0.026028,216.871231,30.517756,10.409431,783149
2021年5月19日,444,4,48,1,120,50,160,378,5190.180176,0.07283,0.00012,0.026033,216.91803,30.538582,10.414639,783527
2021年5月20日,445,5,60,1,120,50,160,390,5190.180176,0.075142,0.00012,0.026039,216.967117,30.559414,10.419847,783917
2021年5月21日,446,6,72,1,120,50,160,402,5190.180176,0.077454,0.00012,0.026045,217.018524,30.58025,10.425056,784319
2021年5月22日,447,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00012,0.026082,217.321152,30.601114,10.430272,786025
2021年5月23日,448,1,12,1,120,50,160,342,5190.180176,0.065894,0.00012,0.026086,217.360947,30.621983,10.43549,786367
2021年5月24日,449,2,24,1,120,50,160,354,5190.180176,0.068206,0.00012,0.026091,217.403061,30.642857,10.440708,786721
2021年5月25日,450,3,36,1,120,50,160,366,5190.180176,0.070518,0.00012,0.026097,217.447479,30.663734,10.445928,787087
2021年5月26日,451,4,48,1,120,50,160,378,5190.180176,0.07283,0.00012,0.026102,217.494202,30.684616,10.451148,787465
2021年5月27日,452,5,60,1,120,50,160,390,5190.180176,0.075142,0.00012,0.026108,217.543228,30.705503,10.456369,787855
2021年5月28日,453,6,72,1,120,50,160,402,5190.180176,0.077454,0.00012,0.026114,217.594574,30.726395,10.461593,788257
2021年5月29日,454,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00012,0.026151,217.897125,30.747314,10.466823,789963
2021年5月30日,455,1,12,1,120,50,160,342,5190.180176,0.065894,0.00012,0.026156,217.936859,30.768238,10.472054,790305
2021年5月31日,456,2,24,1,120,50,160,354,5190.180176,0.068206,0.00012,0.026161,217.978912,30.789167,10.477285,790659
2021年6月1日,457,3,36,1,120,50,160,366,5190.180176,0.070518,0.00012,0.026166,218.023254,30.810101,10.482518,791025
2021年6月2日,458,4,48,1,120,50,160,378,5190.180176,0.07283,0.00012,0.026172,218.069916,30.831038,10.487753,791403
2021年6月3日,459,5,60,1,120,50,160,390,5190.180176,0.075142,0.00012,0.026177,218.118866,30.85198,10.492989,791793
2021年6月4日,460,6,72,1,120,50,160,402,5190.180176,0.077454,0.00012,0.026184,218.170135,30.872927,10.498225,792195
2021年6月5日,461,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00012,0.02622,218.472626,30.893902,10.503469,793901
2021年6月6日,462,1,12,1,120,50,160,342,5190.180176,0.065894,0.00012,0.026225,218.512283,30.914881,10.508715,794243
2021年6月7日,463,2,24,1,120,50,160,354,5190.180176,0.068206,0.00012,0.02623,218.55426,30.935865,10.513961,794597
2021年6月8日,464,3,36,1,120,50,160,366,5190.180176,0.070518,0.00012,0.026235,218.598541,30.956854,10.519208,794963
2021年6月9日,465,4,48,1,120,50,160,378,5190.180176,0.07283,0.00012,0.026241,218.645126,30.977846,10.524456,795341
2021年6月10日,466,5,60,1,120,50,160,390,5190.180176,0.075142,0.00012,0.026246,218.694016,30.998844,10.529705,795731
2021年6月11日,467,6,72,1,120,50,160,402,5190.180176,0.077454,0.00012,0.026253,218.745224,31.019846,10.534956,796133
2021年6月12日,468,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00012,0.026289,219.047638,31.040876,10.540214,797839
2021年6月13日,469,1,12,1,120,50,160,342,5190.180176,0.065894,0.00012,0.026294,219.087234,31.061911,10.545472,798181
2021年6月14日,470,2,24,1,120,50,160,354,5190.180176,0.068206,0.00012,0.026299,219.129135,31.082949,10.550732,798535
2021年6月15日,471,3,36,1,120,50,160,366,5190.180176,0.070518,0.00012,0.026304,219.17334,31.103992,10.555992,798901
2021年6月16日,472,4,48,1,120,50,160,378,5190.180176,0.07283,0.00012,0.02631,219.219864,31.12504,10.561255,799279
2021年6月17日,473,5,60,1,120,50,160,390,5190.180176,0.075142,0.00012,0.026315,219.268677,31.146091,10.566518,799669
2021年6月18日,474,6,72,1,120,50,160,402,5190.180176,0.077454,0.00012,0.026322,219.319809,31.167149,10.571782,800071
2021年6月19日,475,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00012,0.026358,219.622162,31.188234,10.577054,801777
2021年6月20日,476,1,12,1,120,50,160,342,5190.180176,0.065894,0.00012,0.026363,219.661682,31.209324,10.582327,802119
2021年6月21日,477,2,24,1,120,50,160,354,5190.180176,0.068206,0.00012,0.026368,219.703522,31.230417,10.587601,802473
2021年6月22日,478,3,36,1,120,50,160,366,5190.180176,0.070518,0.00012,0.026373,219.747665,31.251516,10.592875,802839
2021年6月23日,479,4,48,1,120,50,160,378,5190.180176,0.07283,0.00012,0.026378,219.794113,31.272619,10.598151,803217
2021年6月24日,480,5,60,1,120,50,160,390,5190.180176,0.075142,0.00012,0.026384,219.842865,31.293726,10.603428,803607
2021年6月25日,481,6,72,1,120,50,160,402,5190.180176,0.077454,0.00012,0.02639,219.893921,31.314838,10.608706,804009
2021年6月26日,482,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00012,0.026427,220.196198,31.335979,10.613991,805715
2021年6月27日,483,1,12,1,120,50,160,342,5190.180176,0.065894,0.00012,0.026431,220.235657,31.357124,10.619277,806057
2021年6月28日,484,2,24,1,120,50,160,354,5190.180176,0.068206,0.00012,0.026436,220.27742,31.378273,10.624564,806411
2021年6月29日,485,3,36,1,120,50,160,366,5190.180176,0.070518,0.00012,0.026442,220.321487,31.399426,10.629852,806777
2021年6月30日,486,4,48,1,120,50,160,378,5190.180176,0.07283,0.00012,0.026447,220.367874,31.420584,10.635141,807155
2021年7月1日,487,5,60,1,120,50,160,390,5190.180176,0.075142,0.00012,0.026453,220.41655,31.441746,10.640432,807545
2021年7月2日,488,6,72,1,120,50,160,402,5190.180176,0.077454,0.00012,0.026459,220.467545,31.462914,10.645724,807947
2021年7月3日,489,7,1376,1,120,50,160,1706,5190.180176,0.328698,0.00012,0.026496,220.76976,31.48411,10.651024,809653
2021年7月4日,490,1,12,1,120,50,160,342,5190.180176,0.065894,0.00012,0.0265,220.809143,31.50531,10.656324,809995
2021年7月5日,491,2,24,1,120,50,160,354,5190.180176,0.068206,0.00012,0.026505,220.850845,31.526514,10.661626,810349
2021年7月6日,492,3,36,1,120,50,160,366,5190.180176,0.070518,0.00012,0.026511,220.894852,31.547722,10.666928,810715
2021年7月7日,493,4,48,1,120,50,160,378,5190.180176,0.07283,0.00012,0.026516,220.941162,31.568935,10.672232,811093
2021年7月8日,494,5,60,1,120,50,160,390,5190.180176,0.075142,0.00012,0.026522,220.989777,31.590153,10.677536,811483
